Time,Itr,train-AverageReturn,train-MinReturn,LossAfter,train-MaxReturn,ItrTime,train-StdReturn,LossBefore,train-AverageDiscountedReturn,n_timesteps,train-PolicyExecTime,Time-Optimization,Time-SampleProc,train-NumTrajs,Time-Sampling,train-EnvExecTime
1477.5557498931885,79,208.67852098269807,192.9925193838407,-0.052410755,226.16611729139308,17.829398155212402,9.721693640269867,6.1035155e-09,116.46811139768343,800000,14.284476518630981,0.25751376152038574,0.019998550415039062,100,17.551885843276978,3.0032947063446045
1495.0296022891998,80,217.6171654260122,207.9063985418869,-0.030386593,223.85263793073622,17.460848808288574,2.5075325868582103,-2.1743775e-08,120.85887625772803,810000,13.922044515609741,0.2579994201660156,0.023996829986572266,100,17.178852558135986,2.9788973331451416
1512.7938323020935,81,217.1215033562682,207.916925678579,-0.44098756,224.34504363787616,17.751229763031006,2.9284807437212117,-1.2207031e-08,121.2016499872875,820000,14.178664922714233,0.2609684467315674,0.027029752731323242,100,17.463231563568115,3.0144946575164795
1530.4871225357056,82,219.88007330437028,215.15204520188388,-0.08489279,224.8324976570443,17.680291175842285,2.118369841721231,3.0517577e-09,123.07144075886076,830000,14.11813497543335,0.26000022888183594,0.02281808853149414,100,17.396471977233887,2.9659829139709473
1548.3661975860596,83,214.89093419418703,201.10035917960147,-0.009135134,233.1431373074066,17.86507534980774,4.518762255817441,-1.3065338e-08,121.73016858957143,840000,14.323866128921509,0.2559976577758789,0.01996922492980957,100,17.588109493255615,2.9999477863311768
1565.814031124115,84,218.74028677970853,195.1032777996995,-0.03609461,229.34845002690426,17.434831142425537,4.844499883136527,1.2207031e-08,123.7156647683367,850000,13.967522621154785,0.2560698986053467,0.022997140884399414,100,17.15576410293579,2.9284865856170654
1583.5118730068207,85,215.5903557449311,179.1566238750327,-0.07398402,229.53989389729566,17.684911489486694,10.70675343722919,3.051758e-08,122.40372329497917,860000,14.133300542831421,0.25800013542175293,0.02199721336364746,100,17.403913021087646,2.9847159385681152
1601.0873992443085,86,217.99070180540556,208.80142951958842,-0.07521879,224.59866049258022,17.56252694129944,2.98383012676003,1.9073486e-08,123.45097379865592,870000,14.082936763763428,0.26397061347961426,0.018029451370239258,100,17.27852511405945,2.932591199874878
1618.6467537879944,87,225.29856119200656,217.5653987227476,-0.117029324,231.1783223311614,17.5463547706604,3.0034186068779163,9.155274e-09,127.3872309109646,880000,14.062814474105835,0.2609992027282715,0.021999597549438477,100,17.26335597038269,2.94811749458313
1636.186593055725,88,222.95813439644257,215.8750620060013,-0.0027094116,229.40474333653108,17.526840209960938,3.1618221036394654,1.0681152e-08,126.31036260526622,890000,13.992761135101318,0.26299548149108887,0.018997907638549805,100,17.243844270706177,2.9609649181365967
1653.857060432434,89,225.93740085952228,221.25517883663954,0.006853186,229.7825021823979,17.65746545791626,1.662900670802452,-1.8310548e-08,127.34182898720536,900000,14.187270164489746,0.2519986629486084,0.020520448684692383,100,17.38303518295288,2.9366326332092285
1671.573924779892,90,226.00780800343534,219.5512887908255,-0.02749933,229.34320288036812,17.70386505126953,1.9101794475802076,1.5258789e-09,127.2244923576372,910000,14.171598434448242,0.2591099739074707,0.018977880477905273,100,17.424758672714233,2.971722364425659
1689.3089184761047,91,225.1679170408974,218.94682189312303,-0.023455761,229.84500096968785,17.7210750579834,2.223613112978463,-0.0005138794,126.87172586029516,920000,14.204480409622192,0.2579970359802246,0.01996588706970215,100,17.44311213493347,2.968548536300659
1707.1531541347504,92,226.74631716181457,220.28890633899192,-0.03685018,230.50217222843236,17.831233739852905,1.907047834151602,3.0517577e-09,127.73305619591164,930000,14.298192501068115,0.2610447406768799,0.022968530654907227,100,17.545212268829346,2.99491024017334
1724.9036345481873,93,226.11621396431525,209.95607298790887,-0.026825521,229.84064719339017,17.737478733062744,2.3649254331011775,3.051758e-08,127.73358400817285,940000,14.181014776229858,0.25500011444091797,0.02099776268005371,100,17.45948052406311,2.9894213676452637
1742.6770367622375,94,226.52460576918583,216.58558418867366,-0.07391134,230.47190503584721,17.760401010513306,2.255718631092974,-9.155274e-09,128.1486102400804,950000,14.199176549911499,0.2910003662109375,0.03399658203125,100,17.435404062271118,2.9536538124084473
1760.6660900115967,95,209.0131427682726,203.61413482547454,-0.08426983,213.23767997576402,17.976051568984985,1.820154467287505,2.1362304e-08,120.7787216138361,960000,14.400192260742188,0.2475113868713379,0.018998146057128906,100,17.708542823791504,3.043233871459961
1778.7483775615692,96,206.83811301330041,203.21030477012155,-0.018791042,209.50949361394007,18.069287300109863,1.321486239837236,-1.1444092e-08,119.9343672728518,970000,14.439547300338745,0.2685408592224121,0.01799750328063965,100,17.781748294830322,3.064410448074341
1796.450852394104,97,209.1118284517063,202.9193711382987,-0.102344684,217.0835503858772,17.69047737121582,2.598068467116326,-1.8310548e-08,120.98485774362511,980000,14.19889783859253,0.26800084114074707,0.02499842643737793,100,17.396477460861206,2.9272754192352295
1814.935879945755,98,225.23037280665153,220.74617859387848,-0.0031908432,228.09286654022125,18.47194766998291,1.5612849990038964,-1.8310548e-08,127.79256870742816,990000,14.790840148925781,0.25499987602233887,0.020967960357666016,100,18.195059299468994,3.1129415035247803
1834.0575556755066,99,223.3798378438439,219.55008632454667,-0.032269984,227.59193443896316,19.106672286987305,1.7743506357989058,-9.155274e-09,126.991562023155,1000000,15.25640320777893,0.2930023670196533,0.024997949600219727,100,18.7876718044281,3.2563581466674805
1853.4093351364136,100,224.6923138061571,218.59157983543173,-0.035547256,228.34654696256638,19.336780548095703,2.1031270034467067,-2.2888184e-08,127.52483588240283,1010000,15.506163120269775,0.2649989128112793,0.02699875831604004,100,19.044782876968384,3.2472610473632812
1871.6066002845764,101,224.76106338582875,218.64808067149482,-0.04322746,227.8509925180966,18.184266805648804,2.1540889786239514,-2.746582e-08,127.58275583228681,1020000,14.518798828125,0.2760004997253418,0.023967266082763672,100,17.883299350738525,3.076406717300415
1889.58194231987,102,223.02805546657962,218.1058518097422,-0.0293625,226.70601779557748,17.962342262268066,1.953082645676303,0.0035322753,126.93320206325885,1030000,14.383124589920044,0.25300025939941406,0.01896834373474121,100,17.69037365913391,3.0155768394470215
1907.5179121494293,103,224.87931413289257,220.07606943959334,-0.005294983,229.34043150305692,17.922972202301025,1.5636036461457068,-2.2888184e-08,127.64734739301717,1040000,14.375047445297241,0.26551389694213867,0.02199721336364746,100,17.63546109199524,2.9872677326202393
1925.4837639331818,104,225.33970874823018,218.25737982080082,-0.12003277,228.4110443498886,17.95285129547119,2.049922172200546,-0.0011112915,127.79906439773669,1050000,14.390252351760864,0.25557780265808105,0.026996374130249023,100,17.66927742958069,2.9629006385803223
1943.2571630477905,105,225.34388030560066,219.87415582012397,-0.10225039,228.22028014710384,17.76039981842041,1.784481701730308,-1.2207031e-08,127.84387970164002,1060000,14.165246486663818,0.27199840545654297,0.026998519897460938,100,17.461402893066406,3.038017511367798
