train-PolicyExecTime,train-MaxReturn,Time-Optimization,Time-Sampling,train-NumTrajs,ItrTime,Time,train-EnvExecTime,Time-SampleProc,train-MinReturn,LossAfter,train-StdReturn,Itr,n_timesteps,train-AverageReturn,LossBefore,train-AverageDiscountedReturn
13.791641235351562,45.3271698456167,0.26996898651123047,16.70211911201477,100,16.981127500534058,1347.4148461818695,2.6485025882720947,0.00903940200805664,-114.09740436752156,-60.263725,30.458621128344692,79,800000,-25.73772141833158,-0.017897623,-15.829150837922782
14.007511854171753,38.383181425913136,0.2429649829864502,16.918553113937378,100,17.169520378112793,1364.597366809845,2.665358066558838,0.006967782974243164,-102.6559054396642,-39.530373,28.758080319418568,80,810000,-29.962131196949127,5.8129885e-05,-17.938225400334947
14.154884338378906,62.3574981015751,0.2620575428009033,17.167049884796143,100,17.438106536865234,1382.0474727153778,2.748767852783203,0.008999109268188477,-144.5569037803898,-10.972883,31.422920922399147,81,820000,-31.898005547959364,0.0045495727,-18.74117207962391
14.142295837402344,74.38613246517477,0.26296520233154297,17.078852891921997,100,17.354830026626587,1399.4153027534485,2.6456966400146484,0.013011932373046875,-83.56566075322567,-3.4232402,30.08783123518688,82,830000,-21.748734513375044,-0.0039545656,-12.129314914891204
14.64510464668274,49.354021140124196,0.22299909591674805,17.67306351661682,100,17.90806484222412,1417.335366487503,2.761075496673584,0.011000394821166992,-159.8397200692208,-7.40602,32.88669676402456,83,840000,-17.447485698368904,-0.0048281006,-10.473784696537082
13.7655611038208,54.89466973184178,0.23399829864501953,16.656221389770508,100,16.89821982383728,1434.24658536911,2.6197805404663086,0.00800013542175293,-119.86327746914161,-7.2400055,27.949732976903643,84,850000,-14.512611844024088,-0.017377833,-7.844284290891757
13.169196367263794,35.8577181981743,0.23399877548217773,15.917009115219116,100,16.159007787704468,1450.418592453003,2.4982237815856934,0.007999897003173828,-77.36174642448009,-5.9663296,22.88155529759587,85,860000,-16.127667676715237,-0.01957217,-8.908903043478672
13.834487438201904,34.646160360326995,0.23555207252502441,16.572383165359497,100,16.815934419631958,1467.2475271224976,2.482909679412842,0.007999181747436523,-87.55426786649794,-4.567254,27.244900931705736,86,870000,-15.143622915612873,0.0056095705,-8.677479866556265
13.95906114578247,56.902376199088444,0.23391437530517578,16.741268634796143,100,16.98418164253235,1484.244708776474,2.5188329219818115,0.006999492645263672,-97.43657604197288,-3.843052,31.304970274887843,87,880000,-16.341150813207,-0.011288074,-9.004766950227667
13.626430749893188,79.07997686542642,0.23551559448242188,16.497735500335693,100,16.742250680923462,1500.9989581108093,2.621825695037842,0.006999015808105469,-73.6305036694184,-25.643969,28.477024594204767,88,890000,-13.362602911817303,-0.006500586,-7.767513421392403
13.419407606124878,37.61818276647841,0.2370009422302246,16.2677800655365,100,16.51278018951416,1517.5247383117676,2.563981533050537,0.006999015808105469,-85.53656911815895,-57.04994,28.557240897718007,89,900000,-17.470275278261685,0.050852172,-9.901831432285809
13.38579797744751,38.12116342443356,0.2355194091796875,16.175235748291016,100,16.418751001358032,1533.9564893245697,2.546919345855713,0.00699615478515625,-85.25258512492564,-10.491167,26.53273071716029,90,910000,-17.590197544087204,0.0031733764,-10.169166627568114
13.344383716583252,49.212396198797194,0.23342657089233398,16.110856771469116,100,16.353371381759644,1550.322860956192,2.5116288661956787,0.008999347686767578,-65.45349570490323,-11.778119,25.492945763259673,91,920000,-11.553380409570057,0.008186816,-6.909958772139402
13.36307406425476,48.604337536098164,0.23647737503051758,16.093796253204346,100,16.338279962539673,1566.6741390228271,2.486353874206543,0.00800633430480957,-93.60952693063632,-57.901676,30.24646435943093,92,930000,-10.938701058887832,-0.012164783,-5.773955042814342
13.416799068450928,65.70170316204147,0.23599886894226074,16.231928825378418,100,16.476895809173584,1583.1640350818634,2.4891316890716553,0.007967710494995117,-130.6422826190621,-270.30307,29.287623880470534,93,940000,-20.343146210847554,0.003805127,-11.243872946917389
13.261079549789429,48.31748350376813,0.2409670352935791,16.03936529159546,100,16.288371086120605,1599.4644057750702,2.5136613845825195,0.0070383548736572266,-136.6613992523425,-229.16106,30.67134760445808,94,950000,-49.236692665380126,0.009373584,-30.598315405754533
14.282229900360107,28.049008708877416,0.24300074577331543,17.263496160507202,100,17.514390230178833,1616.9907956123352,2.725794792175293,0.007005453109741211,-207.12411687058594,-26.386578,30.47223966388114,95,960000,-42.51635986303563,-0.016303467,-25.00301728490458
14.499184131622314,157.8394349186902,0.25496339797973633,17.56930446624756,100,17.832302570343018,1634.8360981941223,2.7943921089172363,0.008034706115722656,-193.15392617997588,-16.072996,34.99707411653548,96,970000,-43.19031255326971,-0.011010474,-26.32802672457923
